date,location,species code,sex (M/F),age/pelage (J/A/S),Rat ID,left eartag,right eartag,RFID,new animal? (Y/N),total mass (g),"female (perforate, partially perforate, imperforate)",female nipple size (S/M/L),pregnant? (Y/N/Possibly),fleas,ticks,"male (scrotal, nonscrotal)",Notes,,,
1/7/18,WC42,NeFu,M,J,0485,0485,,003D2D25C9,N,120,,,,N,N,NS,No pit tag; new tag inserted. Recent tail tip injury; back into house,,,
1/7/18,WC09B,NeFu,M,S,0389,0389,,003D2D25D2,N,139,,,,N,N,NS,"stood for 34 sec, then ran into house. Looked like possible scar on lower right back",,,
1/7/18,WC31,NeFu,F,A,6314,6314,,0015C4659D,N,215,I,M,N,N,N,,ran back into WC30 when released,,,
1/7/18,WC19,NeFu,M,A,5598,5598,,0015C465E1,N,235,,,,Y,N,NS,radio collared; back into WC19,,,
1/7/18,WC18,NeFu,F,A,5519,5519,,0015C465B3,N,178,I,S,N,Y,N,,went downhill toward road,,,
1/7/18,WC06,NeFu,M,J,0307,0307,,003D2D25FD,Y,135,,,,Y,Y,NS,"ticks on ears. Ear sample collected. Pit tag went through, redone; back into WC6",,,
1/7/18,WC24,NeFu,M,S,0458,0458,,0015C465DA,N,142,,,,Y,N,NS,radiocollared; sqeaky; ran downhill and up tree,,,
1/7/18,WC08C,NeFu,F,A,5766,5766/0384,,0015C465A3,N,181.5,P,L,N,N,N,,tail cut; dried milk on nipples; went back into house,,,
1/7/18,WC63,NeFu,M,A,0330,0330,,003D2D25D7,Y,235,,,,N,N,NS,bone of tail broken? Back into house,,,
1/7/18,WC20,NeFu,M,A,6303,6303,,0015C465DD,N,243,,,,Y,N,NS,"climbed tree, then into WC32",,,
1/7/18,WC54,NeFu,M,J,0301,0301,,003D2D25C7,N,115,,,,N,N,NS,botfly; yellow fluid coming out of penis; back onto house,,,
1/7/18,WC52,NeFu,F,J,0482,0482,,003D2D25EF,N,127,I,S,N,Y,N,,No pit tag; new tag inserted. Bright pink on tips of fur; back into house,,,
1/7/18,WC57,NeFu,F,A,5515,5515,,003D2D25C1,N,185,P,M,N,N,Y,,No pit tag; new pit tag inserted; back into house,,,
3/8/18,WC08,NeFu,M,S,0307,0307,,003D2D25FD,N,155,,,,Y,N,NS,went back into house; RFID in bag (003D2D25C1),,,
3/8/18,WC25,NeFu,F,A,6339,6339,,0015C465CC,N,175,I,M,N,Y,N,,could not see final destination. Hung in trees for a bit.,,,
3/8/18,WC10,NeFu,F,S,0340,0340,,003D2D25CB,N,,I,S,N,Y,N,,Escaped before weighed,,,
3/8/18,WC13,NeFu,M,S,0332,0332,,003D2D2620,Y,140,,,,N,N,NS,"New ear tag, new pit tag; returned to house",,,
3/8/18,WC53,NeFu,M,S,0301,0301,,003D2D25C7,N,130,,,,N,N,NS,"Hung out in tree, did not return to WC53",,,
3/8/18,WC44,NeFu,F,A,6312,6312,,0015C465D7,N,175,I,S,N,N,N,,Returned to house,,,
3/8/18,WC43,NeFu,F,A,5524,5524,,0015C465C5,N,197,I,S,N,N,N,,stumpy tail (old injury),,,
3/8/18,WC42,NeFu,M,S,0485,0485,,003D2D25C9,N,160,,,,Y,N,NS,,,,
3/8/18,WC02,NeFu,M,S,0171,0171,,0015C465EC,N,145,,,,N,N,NS,radiocollar; cinnamon pelage; went back into house; tail injury collected for DNA,,,
3/8/18,WC09B,NeFu,M,S,0389,0389,,003D2D25D2,N,140,,,,Y,N,NS,Cinnamon pelage; went back into house,,,
3/8/18,WC59,NeFu,F,A,5515,5515,,003D2D25E8,N,180,I,S,N,N,N,,"left ear has scratch; new pit tag, went into house",,,
3/8/18,WC50,NeFu,F,A,6395,6395,,0015C4659C,N,175,I,S,N,N,N,,collared; went into house,,,
3/8/18,WC49,NeFu,F,J,0198,0198,,003D2D2612,Y,95,I,,N,N,N,,went above house,,,
3/8/18,WC47,NeFu,F,A,6326,6326,,003D2D261C,N,200,I,S,N,N,N,,new pit tag; went into house,,,
3/8/18,WC61,NeFu,F,J,0102,0102,,003D2D25EB,N,110,I,S,N,N,N,,,,,
19/8/18,WC11,NeFu,M,S,0332,0332,,003D2D2620,N,145,,,,N,N,NS,Went into house; tail rattle,,,
19/8/18,WC61,NeFu,F,S,0102,0102,,003D2D25EB,N,117.5,I,S,P,N,N,,Cinammon back; returned to house; tail rattle inside,,,
19/8/18,WC26,NeFu,F,A,6339,6339,,0015C465CC,N,175,I,S,N,N,N,,Returned to house,,,
19/8/18,WC02,NeFu,F,S,0340,0340,,003D2D25CB,N,124,PP,S,N,Y,N,,,,,
19/8/18,WC56,NeFu,F,A,6395,6395,,0015C4659C,N,180,I,M,N,N,N,,collar removed; went back into WC56,,,
19/8/18,WC47,NeFu,F,A,6326,6326,,003D2D261C,N,190,I,M,N,N,N,,Returned to house,,,
19/8/18,WC63,NeFu,F,A,0484,,0484,003D2D25CE,Y,210,P,L,N,N,N,,Cinnamon pelage; R ear cut from tagging,,,
19/8/18,WC08,NeFu,M,S,0307,0307,,003D2D25FD,N,155,,,,N,N,NS,Ear tag is slightly mish-shapen but ok; did not go back into house; went up a tree branch westward,,,
19/8/18,WC37,NeFu,F,A,5519,5519,,0015C465B3,N,175,I,S,N,N,N,,returned to den,,,
19/8/18,WC42,NeFu,M,S,0485,0485,,003D2D25C9,N,145,,,,N,N,NS,,,,
19/8/18,WC49,NeFu,F,S,0198,0198,,003D2D2612,N,125,I,S,N,Y,N,,,,,
19/8/18,WC53,NeFu,M,S,0301,0301,,003D2D25C7,N,135,,,,N,N,NS,reader here now,,,
19/8/18,WC41,NeFu,F,A,5524,5524,,0015C465C5,N,196,PP,M,N,N,N,,Tail cut off; about 2 inches long; went back into house,,,
19/8/18,WC51,NeFu,M,A,6309,0417,,003BDDB07A,N,236,,,,Y,N,NS,tagged L ear (0417). Very bitey- teeth ripped through bag; went back into house,,,
26/8/18,WC02,NeFu,F,S,0340,0340,,003D2D25CB,N,127,I,S,N,N,N,,Back into WC2,,,
26/8/18,WC34,NeFu,M,A,5777,5777,,0015C465DC,N,214,,,,Y,N,NS,Back into WC34,,,
26/8/18,WC32,NeFu,M,A,6303,6303,,0015C465DD,N,253,,,,Y,N,NS,back intoWC32,,,
26/8/18,WC11,NeFu,M,S,0332,0332,,003D2D2620,N,149,,,,Y,N,NS,back into WC11,,,
26/8/18,WC25,NeFu,F,A,6339,6339,,0015C465CC,N,175,I,S,N,N,N,,back into WC25,,,
26/8/18,WC64,NeFu,M,A,0303,0303,,003D2D25F4,Y,235,,,,Y,N,NS,back into WC64,,,
26/8/18,WC41,NeFu,F,A,5524,5524,,0015C465C5,N,192,I,M,N,N,N,,Tail chopped (old injury); back into WC41,,,
26/8/18,WC44,NeFu,F,A,6312,6312,,0015C465D7,N,186,I,S,N,N,N,,back into WC44,,,
26/8/18,WC47,NeFu,F,A,6326,6326,,003D2D261C,N,185,I,S,N,Y,N,,back into WC47,,,
26/8/18,WC42,NeFu,M,S,0485,0485,,003D2D25C9,N,132,,,,N,N,NS,back into WC42,,,
26/8/18,WC09B,NeFu,M,S,0389,0389,,003D2D25D2,N,157,,,,N,N,NS,back in WC9B,,,
26/8/18,WC06,NeFu,M,S,0307,0307,,003D2D25FD,N,160,,,,Y,N,NS,Back into house,,,
26/8/18,WC19,NeFu,M,A,5598,5598,,0015C465E1,N,225,,,,Y,N,NS,"collar removed; 2 pit tags (0015C46593); escaping bag, used 2 bags",,,
26/8/18,WC61,NeFu,F,S,0102,0102,,003D2D25EB,N,120,PP,S,N,Y,N,,went into house,,,
26/8/18,WC58,NeFu,F,A,5515,5515,,003D2D25E8,N,185,PP,M,N,N,N,,went into house; tail rattle,,,
26/8/18,WC57,NeFu,F,A,6395,6395,,0015C4659C,N,180,PP,M,P,N,N,,went into house; tail rattle,,,
26/8/18,WC54,NeFu,M,S,0301,0301,,003D2D25C7,N,137.5,,,,N,N,NS,"Went above WC54, towards WC56",,,
26/8/18,WC51,NeFu,M,A,6309,0417,,003BDDB07A,N,240,,,,N,N,NS,"went into house, tail rattle",,,
26/8/18,WC49,NeFu,F,A,0198,0198,,003D2D2612,N,230,PP,S,N,N,N,,Went into house,,,
23/9/18,WC08,NeFu,M,A,0307,0307,,003D2D25FD,N,184,,,,Y,N,NS,Went into house,,,
23/9/18,WC61,NeFu,F,S,0102,0102,,003D2D25EB,N,148,I,S,N,,,,Went into house,,,
23/9/18,WC09B,NeFu,M,A,0389,,0389,003D2D25D2,N,175,,,,N,N,NS,"sticky butt, dirty tail, bait stuck to butt (could not get off), went back into house",,,
23/9/18,WC44,NeFu,F,A,6312,6312,,0015C465D7,N,177,I,M,N,N,N,,new cut on tail,,,
23/9/18,WC35,NeFu,M,S,0332,0332,,003D2D2620,N,155,,,,N,N,NS,returned to den ,,,
23/9/18,WC02,NeFu,F,S,0340,0340,,003D2D25CB,N,149,I,S,N,Y,N,,stoof outside for 1.5 minutes before going back into house,,,
23/9/18,WC51,NeFu,M,A,6309,0417,,003BDDB07A,N,255,,,,N,N,NS,,,,
23/9/18,WC46,NeFu,M,A,6370,6370,,0015C465A5,N,265,,,,N,N,NS,returned to den,,,
23/9/18,WC64,NeFu,M,A,0303,0303,,003D2D25F4,N,250,,,,N,N,NS,,,,
23/9/18,WC63,NeFu,F,A,0484,0402,,003D2D25CE,N,212,I,S,N,N,N,,"eartag missing, new tag 0402",,,
23/9/18,WC47,NeFu,F,A,6326,6326,,003D2D261C,N,,,,,,,,escaped,,,
5/5/19,WC14,NeFu,F,A,0340,0340,,003D2D25CB,N,250,P,M,Y,N,N,,went into 2B,,,
5/5/19,WC13,NeFu,M,A,0429,0429,,0015C46598,N,220,,,,Y,N,NS,went east of nest,,,
5/5/19,WC05,NeFu,F,A ,0314,0314,,0015C465DE,N,197.5,PP,L,N,Y,N,,went into nest,,,
5/5/19,WC41,NeFu,F,A,0198,0198,,003D2D2612,N,200,PP,M,N,N,N,,went into nest,,,
5/5/19,WC44,NeFu,F,A,6312,6312,,0015C465D7,N,190,P,L,Y,Y,N,,cut tail (blood); went into nest,,,
5/5/19,WC9B,NeFu,M,S,0155,0155,,003D2D25D6,Y,197.5,,,,N,N,NS,old tail injury,,,
5/5/19,WC61,NeFu,F,A,0102,0102,,003D2D25EB,N,215,P,S,N,N,N,,short tail; blood in vagina; ran away from nest,,,
5/5/19,WC62,NeFu,F,A,0484,0402,,003D2D25CE,N,270,P,L,N,N,N,,climbed tree above nest,,,
5/5/19,WC33,NeFu,F,A,0176,0176,,003D2D25ED,Y,207,I,L,Y,Y,N,,went into house,,,
5/5/19,WC31,NeFu,M,A,5598,5598,,0015C465E1,N,295,,,,N,N,S,"eartag far in ear, couldn’t read first digit; maybe recently scrotal; went into house; has 2 pit tags 0015C465E1 and 0015C46593",,,
5/5/19,WC39,NeFu,F,A,5519,5519,,0015C465B3,N,185,P,L,N,Y,N,,cant see first digit of ear tag; hung out in trees below WC39,,,
5/5/19,WC53,NeFu,M,A,0301,0301,,003D2D25C7,N,180,,,,N,Y,NS,went up into trees south,,,
5/5/19,WC49,NeFu,M,A,6309,0417,,003BDDB07A,N,245,,,,N,N,NS,tail cut badly; went into nest,,,
5/5/19,WC64,NeFu,M,A,0303,0303,,003D2D25F4,N,220,,,,N,N,S,went into house,,,
5/5/19,WC50,NeFu,F,A,6395,6395,,0015C465C7,N,195,P,M,Y,N,N,,went into nest; has 2 pit tags 0015C4659C and 0015C465C7,,,
5/5/19,WC59,NeFu,M,A,0485,0485,,003D2D25C9,N,212,,,,N,N,NS,went into 58,,,
5/5/19,WC24,NeFu,F,A,6339,6339,,0015C465CC,N,182,I,M,N,N,N,,,,,
5/5/19,WC58,NeFu,F,A,5515,5515,,003D2D25E8,N,,I,L,N,,Y,,dead fresh on 5/4; seen outside house,,,
12/5/19,WC41,NeFu,F,A,0198,0198,,003D2D2612,N,218,P,S,N,N,N,,,,,
12/5/19,WC54,NeFu,M,A,0301,0301,,003D2D25C7,N,184,,,,N,N,NS,went into its house,,,
12/5/19,WC01,NeFu,F,A,0136,0136,,003D2D25EC,Y,227.5,PP,S,P,N,N,,went into house 1A,,,
12/5/19,WC61,NeFu,F,A,0102,0102,,003D2D25EB,N,220,PP,S,P,Y,Y,,went into house,,,
12/5/19,WC05,NeFu,F,A,0314,0314,,0015C465DE,N,187.5,I,L,N,Y,N,,went downhill away from nest,,,
12/5/19,WC51,NeFu,M,A,6309,0417,,003BDDB07A,N,215,,,,Y,N,NS,old tail injury; went into house; open tail wound healing,,,
12/5/19,WC50,NeFu,F,A,6395,6395,,0015C4659C,N,146,P,L,Y,Y,N,,went into house; has 2 pit tags 0015C4659C and 0015C465C7,,,
12/5/19,WC64,NeFu,M,A,0303,0303,,003D2D25F4,N,233,,,,Y,N,NS,went into house,,,
12/5/19,WC32,NeFu,M,A,5598,5598,,0015C465E1,N,295,,,,Y,Y,S,eartage missing 1st digit; has 2 pit tags 0015C465E1 and 0015C46593,,,
12/5/19,WC12,NeFu,M,A,0429,0429,,0015C46598,N,225,,,,Y,,NS,went up tree; maybe has collar,,,
12/5/19,WC63,NeFu,F,A,0484,0402,,003D2D25CE,N,275,P,L,Y,N,N,,went into nest,,,
12/5/19,WC60,NeFu,F,A,6339,6339,,0015C465CC,N,195,I,M,N,Y,N,,ran away to the right of nest,,,
12/5/19,WC42,NeFu,M,A,0485,0485,,003D2D25C9,N,220,,,,,Y,NS,,,,
12/5/19,WC39,NeFu,F,A,5519,5519,,0015C465B3,N,175,I,S,N,Y,N,,ran into nest #38,,,
12/5/19,WC2B,NeFu,F,A,0340,0340,,003D2D25CB,N,200,P,M,N,N,N,,went into nest,,,
12/5/19,WC62,NeFu,M,A,0167,0167,,003D2D25EE,Y,290,,,,,,NS,went into nest,,,
2/6/19,WC51,NeFu,M,A,6309,0417,,003BDDB07A,N,235,,,,Y,N,NS,tail healed nicely; calmy returned to nest,,,
2/6/19,WC64,NeFu,M,A,0303,0303,,003D2D25F4,N,235,,,,Y,N,NS,feisty,,,
2/6/19,WC34,NeFu,F,A,0176,0176,,003D2D25ED,N,215,I,S,N,N,N,,back into house,,,
2/6/19,WC30,NeFu,M,A,5598,5598,,0015C465E1,N,270,,,,Y,N,NS,back into house; has 2 pit tags 0015C465E1 and 0015C46593,,,
2/6/19,WC38,NeFu,F,A,5519,5519,,0015C465B3,N,170,I,S,N,Y,,,"lots of fleas, jumped onto camera trap tree below house",,,
2/6/19,WC29,NeFu,M,J,0368,0368,,,Y,105,,,,N,N,NS,"did not PIT tag, too small; went into house(released on east side, went in on west)",,,
2/6/19,WC39,NeFu,F,J,0312,0312,,,Y,90,I,S,N,Y,N,,"did not PIT tag, too small; went into house ",,,
2/6/19,WC25,NeFu,F,A,6339,6339,,0015C465CC,N,190,PP,M,N,N,N,,,,,
2/6/19,WC62,NeFu,F,A,0484,0402,,003D2D25CE,N,237,I,L,N,N,N,,,,,
2/6/19,WC39,NeFu,F,J,0324,0324,,,Y,105,I,S,N,Y,N,,"did not PIT tag, too small; calmly went into house",,,
2/6/19,WC59,NeFu,M,A,0485,0485,,003D2D25C9,N,219,,,,N,Y,NS,,,,
2/6/19,WC8C,NeFu,F,J,0188,0188,,,Y,100,I,S,N,Y,N,,"did not PIT tag, too small",,,
2/6/19,WC8C,NeFu,F,A,0314,0314,,0015C465DE,N,187,P,L,N,Y,N,,old radio collar taken off,,,
2/6/19,WC40,NeFu,F,A,0198,0198,,003D2D2612,N,161,P,L,N,N,N,,,,,
7/7/19,WC62,NeFu,F,A,0484,0402,,003D2D25CE,N,225,I,M,N,N,N,,went into house,,,
7/7/19,WC26,NeFu,F,A,6339,6339,,0015C465CC,N,200,I,S,N,Y,N,,"blood in trap, couldn't tell where its comign from, tail and back feet were okay, when release seemed ok, and went downhill",,,
7/7/19,WC64,NeFu,M,A,0303,0303,,003D2D25F4,N,,,,,Y,N,,went into house,,,
7/7/19,WC50,NeFu,F,A,0198,0118,,003D2D2612,N,160,I,M,N,Y,N,,"new ear tag 0118 (could see mark from previous one), went into house",,,
7/7/19,WC31,NeFu,F,A,6314,6314,,0015C4659D,N,225,PP,L,Y,N,N,,went to side of house,,,
7/7/19,WC61,NeFu,M,J,0195,0195,,,Y,75,,,,N,N,NS,went into house; too small to pit tag,,,
7/7/19,WC46,NeFu,F,A,6312,6312,,0015C465D7,N,205,I,S,N,N,N,,went into house,,,
7/7/19,WC58,NeFu,M,A,0485,0485,,003D2D25C9,N,235,,,,Y,N,NS,went into house,,,
7/7/19,WC62,NeFu,F,J,0412,0412,,,Y,125,I,S,N,N,N,,went into house; too small to pit tag,,,
7/7/19,WC32,NeFu,M,A,5598,0323,,0015C46593,N,255,,,,Y,N,NS,went into house; has 2 pit tags 0015C465E1 and 0015C46593,,,
7/7/19,WC51,NeFu,M,A,6309,0417,,003BDDB07A,N,245,,,,Y,N,NS,old tail wound-healed,,,
7/7/19,WC24,NeFu,,J,,,,,,,,,,,,,escaped bag while processing near WC2,,,
7/7/19,,NeFu,F,A,0314,0314,,0015C465DE,N,167,P,M,N,N,N,,released at WC05 because couldn't figure out where captured (no label on trap); individual trapped at WC05 previously multiple times; went downhill,,,
7/7/19,WC38,NeFu,F,J,0312,0312,,,N,104,I,S,N,Y,N,,went into house,,,
7/7/19,WC35,NeFu,F,A,0176,0176,,003D2D25ED,N,194,I,S,N,N,N,,,,,
7/7/19,WC41,NeFu,F,J,0366,0366,,,Y,110,I,S,N,Y,N,,too small to pit tag,,,
28/7/19,WC29,NeFu,M,S,0368,0368,,003D2D25C2,N,149,,,,n,Y,NS,climbed tree above nest,,,
28/7/19,WC06,NeFu,F,A,0314,0314,,0015C465DE,N,221,I,S,N,N,N,,climbed up tree uphill from nest,,,
28/7/19,WC2B,NeFu,M,A,0429,0429,,0015C46598,N,227,,,,N,N,NS,climbed up WC 04 tree; clipped off collar,,,
28/7/19,WC12,NeFu,F,J,0478,0478,,,Y,145,I,S,N,Y,N,,"hid under grass; was PIT tagged, but later found in processing bag",,,
28/7/19,WC8C,NeFu,F,J,0188,0188,,003D2D2621,N,131,I,S,N,Y,N,,went under dead tree,,,
28/7/19,WC64,NeFu,M,A,0303,0303,,003D2D25F4,N,255,,,,Y,N,NS,went into nest,,,
28/7/19,WC44,NeFu,F,A,6312,6312,,0015C465D7,N,201,I,S,N,Y,N,,went into nest,,,
28/7/19,WC35,NeFu,M,J,0116,0116,,,,81,,,,Y,N,NS,too small to PIT tag; went into house,,,
28/7/19,WC37,NeFu,,,,,,,N,,,,,,,,had ear tag; escaped downhill from 2B,,,
28/7/19,WC24,NeFu,F,A,0455,0455,,003D2D25CA,N,143,I,S,N,N,N,,went into house,,,
28/7/19,WC41,NeFu,F,J,0366,0366,,,N,118,I,S,N,N,Y,,too small to PIT tag; went into house,,,
28/7/19,WC54,NeFu,M,A,0301,0301,,003D2D25C7,N,205,,,,N,N,NS,went into house,,,
28/7/19,WC21,NeFu,F,A,6314,6314,,0015C4659D,N,207,,L,Y,Y,N,,went into house,,,
28/7/19,WC50,NeFu,F,A,0198,0118,,003D2D2612,N,159,I,S,N,N,N,,went into house,,,
28/7/19,WC61,NeFu,M,J,0195,0195,,,N,113,,,,Y,N,NS,too small to PIT tag; went into house,,,
25/8/19,WC38,NeFu,F,J,0312,0312,,003D2D25C6,N,115,I,S,N,Y,N,,PIT tagged; old tail injury; went into house,,,
25/8/19,WC39,NeFu,,A,0343,0343,,003D2D25C3,Y,175,,,,N,N,,forgot to sex; went into WC37,,,
25/8/19,WC01,NeFu,M,J,0310,0310,,003D2D25DE,Y,131,,,,N,N,NS,went into house,,,
25/8/19,WC15,NeFu,F,S,0316,0316,,003D2D25EA,Y,209,I,M,N,N,N,,went into house,,,
25/8/19,WC34,NeFu,F,J,0478,0478,,003D2D25F0,N,160,I,S,N,Y,N,,PIT tagged; went into house,,,
25/8/19,WC35,NeFu,M,J,0116,0116,,,N,90,,,,Y,N,NS,too small to PIT tage; super lethargic and seemed way too calm; onced released seemed fined and went back into house,,,
25/8/19,WC44,NeFu,M,J,0357,0357,,003D2D2604,Y,120,,,,N,N,NS,hopped into tree,,,
25/8/19,WC62,NeFu,F,J,0474,0474,,003D2D25E3,N,130,I,S,N,Y,N,,went into house; Thought animal was new but once released saw a second ear tag so now has one on each ear,,,
25/8/19,WC62,NeFu,F,A,0484,0402,,003D2D25CE,N,255,I,S,N,Y,N,,went into house,,,
25/8/19,WC64,NeFu,M,A,0303,0303,,003D2D25F4,N,255,,,,N,N,NS,went into house,,,
25/8/19,WC53,NeFu,M,A,0301,0301,,003D2D25C7,N,195,,,,Y,N,NS,ran into WC52 then up tree,,,
25/8/19,WC49,NeFu,M,A,6309,0417,,003BDDB07A,N,255,,,,Y,Y,NS,old healed tail injury,,,
25/8/19,WC30,NeFu,M,A,5598,0323,,0015C46593,N,265,,,,Y,N,NS,huge rip on left ear from old ear tag (5598); completely healed but had to replace ear tag on right ear; has 2 pit tags 0015C465E1 and 0015C46593,,,
25/8/19,WC08,NeFu,F,A,0314,0314,,0015C465DE,N,200,I,M,N,N,N,,,,,
25/8/19,WC56,NeFu,F,A,0198,0118,,003D2D2612,N,160,I,S,N,N,N,,,,,
25/8/19,WC29,NeFu,M,S,0368,0368,,003D2D25C2,N,193,,,,N,N,NS,,,,
26/8/19,WC08C,NeFu,F,A,5766,5766/0384,,0015C465A3,N,187.5,I,M,N,Y,N,,cut off tail; back into house,,,
22/9/19,WC01,NeFu,M,S,0310,0310,,003D2D25DE,N,150,,,,Y,N,NS,went into house,,,
22/9/19,WC8C,NeFu,F,A,0188,0188,,003D2D2621,N,167,I,S,N,Y,N,,went into house,,,
22/9/19,WC08,NeFu,M,S,0339,0339,,003D2D2607,Y,130,,,,Y,N,NS,went towards WC06,,,
22/9/19,WC09,NeFu,F,A,0405,0405,,003D2D261E,Y,144,PP,S,N,Y,N,,ran downhill,,,
22/9/19,WC36,NeFu,F,J,0184,0184,,,Y,100,I,S,N,N,N,,too small to PIT tag; went into house,,,
22/9/19,WC41,NeFu,F,S,0366,0366,,003D2D2622,N,154,PP,S,N,N,N,,no PIT tag on capture (added new one); went into house,,,
22/9/19,WC44,NeFu,F,A,6312,6312,,0015C465D7,N,215,PP,S,N,Y,N,,went into house,,,
22/9/19,WC30,NeFu,F,A,0175,0175,,003D2D25FA,Y,155,PP,S,N,Y,N,,went into house,,,
22/9/19,WC30,NeFu,F,A,6314,6314,,0015C4659D,N,225,I,M,N,N,N,,Went into house,,,
22/9/19,WC63,NeFu,M,S,0414,0414,,003D2D2610,Y,155,,,,N,N,NS,weird bald growth on chest; went into house,,,
22/9/19,WC61,NeFu,M,S,0195,0195,,003D2D25F2,N,140,,,,N,N,NS,PIT tagged today; went into house,,,
22/9/19,WC64,NeFu,M,A,0303,0303,,003D2D25F4,N,260,,,,Y,N,NS,went into house,,,
22/9/19,WC62,NeFu,F,J,0474,0474,,003D2D25E3,N,131,I,S,N,N,N,,went into house,,,
22/9/19,WC50,NeFu,F,A,0198,0118,,003D2D2612,N,162,PP,S,N,N,N,,went into house,,,
22/9/19,WC39,NeFu,M,A,0343,0343,,003D2D25C3,N,175,,,,Y,N,NS,went downhill via trees,,,
22/9/19,WC53,NeFu,M,A,0301,0301,,003D2D25C7,N,195,,,,N,N,NS,went up tree ,,,
22/9/19,WC29,NeFu,M,S,0368,0368,,003D2D25C2,N,160,,,,Y,N,NS,,,,
22/9/19,WC49,NeFu,M,A,6309,0417,,003BDDB07A,N,255,,,,N,N,NS,,,,